nome_municipio,sigla_uf,taxa_ano_anterior,meta_alfabetizacao,risco_%
Santo Augusto,RS,74.4,78.05,94.5
Presidente Castelo Branco,PR,76.24,76.81,94.1
Divina Pastora,SE,39.34,45.68,93.9
Viçosa,AL,40.03,46.3,93.0
Dom Pedro,MA,40.39,46.62,92.8
Mariópolis,PR,76.4,76.94,92.6
Dourados,MS,40.66,46.65,92.1
Leopoldo de Bulhões,GO,77.67,78.01,92.0
Formigueiro,RS,72.91,80.0,92.0
Francinópolis,PI,77.97,78.27,91.9
Ascurra,SC,67.38,80.0,91.8
Olho d'Água das Flores,AL,40.12,46.38,91.6
Novo Acordo,TO,39.24,45.59,91.1
Cruzaltense,RS,77.78,78.11,91.0
Santa Maria do Oeste,PR,76.25,76.81,90.8
São José do Cerrito,SC,66.81,77.0,90.7
Ipixuna do Pará,PA,39.7,46.0,90.6
Espumoso,RS,69.18,80.0,90.5
Anhanguera,GO,80.0,80.0,90.4
Rio do Pires,BA,36.5,43.13,90.4
Porto,PI,40.12,46.38,90.2
São Domingos,SC,71.49,78.68,90.0
Três de Maio,RS,74.21,79.17,89.7
Santo Antônio do Paraíso,PR,82.31,80.0,89.3
Tanhaçu,BA,58.73,62.26,89.0
Nova Laranjeiras,PR,77.48,77.85,88.9
Faxinalzinho,RS,78.18,78.45,88.8
Urupema,SC,80.09,80.0,88.7
Concórdia,SC,70.89,76.94,88.5
Resende,RJ,68.62,70.45,88.5
São Miguel do Iguaçu,PR,73.58,74.57,88.4
Atalanta,SC,71.12,72.52,88.4
São Miguel das Missões,RS,76.34,76.86,88.3
Campo Alegre de Lourdes,BA,36.68,43.29,88.2
Pérola,PR,78.4,78.63,88.2
Araças,BA,36.67,43.28,88.2
Lagoão,RS,70.11,80.0,88.1
Witmarsum,SC,79.96,79.97,88.1
Teixeira Soares,PR,77.31,77.71,88.1
Palmitinho,RS,73.89,80.0,88.0
Santa Helena,SC,78.34,78.58,87.8
Jardinópolis,SC,81.82,80.0,87.8
Pinheirinho do Vale,RS,66.19,80.0,87.8
Jacundá,PA,40.47,46.69,87.8
Coronel Freitas,SC,74.28,75.16,87.7
Santo Antônio do Caiuá,PR,82.83,80.0,87.6
Barcelona,RN,55.27,59.37,87.6
Cunha Porã,SC,76.72,80.0,87.5
Ijuí,RS,72.06,77.0,87.5
Major Isidoro,AL,40.07,46.33,87.4
Luiz Alves,SC,70.7,80.0,87.3
Vale do Sol,RS,74.36,80.0,87.3
Cametá,PA,40.41,46.63,87.2
Mairi,BA,40.81,46.99,87.2
Caldas Brandão,PB,54.92,59.08,87.0
Santa Mariana,PR,73.65,74.63,86.5
Santo Antônio da Patrulha,RS,74.3,77.72,86.4
Ajuricaba,RS,69.32,80.0,86.4
São João do Sabugi,RN,49.58,54.48,86.4
Itambaracá,PR,79.12,79.25,86.3
Pinhalzinho,SC,72.34,78.51,86.2
Itabela,BA,31.1,38.14,86.1
Matipó,MG,72.02,80.0,86.1
São José de Espinharas,PB,56.3,60.23,85.9
Itatiaia,RJ,65.0,67.45,85.8
Taquarana,AL,44.02,49.8,85.8
Candeal,BA,30.92,37.97,85.7
Bonfinópolis de Minas,MG,74.47,80.0,85.7
Igarassu,PE,62.61,65.47,85.7
Bento Gonçalves,RS,74.0,77.77,85.7
Apiacá,ES,58.4,61.98,85.7
Bom Sucesso do Sul,PR,82.0,80.0,85.6
Durandé,MG,62.74,78.46,85.5
Xique-Xique,BA,31.02,38.06,85.5
Juazeiro,BA,31.18,38.21,85.4
Novo Aripuanã,AM,78.15,80.0,85.4
Rancho Alegre D'Oeste,PR,78.04,78.33,85.2
São Paulo das Missões,RS,77.73,78.07,85.0
São Lourenço do Sul,RS,74.52,79.22,84.9
São Sepé,RS,76.88,80.0,84.7
Jequitaí,MG,39.93,46.21,84.6
Meleiro,SC,54.81,58.99,84.6
Igrejinha,RS,77.71,80.0,84.5
Turuçu,RS,82.83,80.0,84.3
Maceió,AL,39.48,45.58,84.2
Lajedão,BA,58.38,61.97,84.1
Chã Preta,AL,43.85,49.65,84.1
Nazário,GO,79.0,79.15,84.1
Ernestina,RS,61.92,64.9,84.0
Parnaíba,PI,31.0,38.04,84.0
Carmo,RJ,43.6,49.44,83.9
Castelândia,GO,80.99,80.0,83.9
Chopinzinho,PR,80.73,80.0,83.9
São José do Vale do Rio Preto,RJ,71.41,72.76,83.8
Santo Antônio do Planalto,RS,77.14,77.57,83.7
São Jerônimo,RS,76.2,80.0,83.7
Quatipuru,PA,48.89,53.99,83.6
Piraquara,PR,58.33,61.92,83.5
Leoberto Leal,SC,75.0,75.76,83.4
São José da Boa Vista,PR,80.7,80.0,83.3
Terra Nova,PE,62.03,64.99,83.2
Imbituva,PR,80.43,80.0,83.1
Verê,PR,81.02,80.0,83.1
Catuípe,RS,81.74,80.0,83.0
São Gonçalo dos Campos,BA,36.4,43.04,83.0
Gramado,RS,78.92,79.21,82.9
Itagibá,BA,36.92,43.51,82.8
General Carneiro,MT,56.84,80.0,82.8
São Vicente do Sul,RS,73.71,77.73,82.7
São Jorge do Ivaí,PR,82.98,80.0,82.6
Malacacheta,MG,68.29,77.62,82.6
Nova Prata do Iguaçu,PR,80.81,80.0,82.5
Morro do Chapéu,BA,36.21,42.87,82.5
Santana dos Garrotes,PB,32.69,39.63,82.3
Figueirão,MS,58.57,62.12,82.3
Nossa Senhora Aparecida,SE,38.1,44.57,82.3
Indaiabira,MG,56.13,60.09,82.2
Salete,SC,76.61,78.29,81.9
São Martinho da Serra,RS,66.45,77.0,81.9
São Pedro do Piauí,PI,49.25,54.3,81.9
Campo Alegre de Goiás,GO,79.9,79.91,81.8
Morrinhos do Sul,RS,78.98,80.0,81.8
São Salvador do Tocantins,TO,47.62,52.91,81.8
Vargeão,SC,80.87,80.0,81.7
Mara Rosa,GO,69.6,71.26,81.7
Nova Araçá,RS,82.28,80.0,81.5
Santo Antônio do Palma,RS,72.22,73.44,81.5
Malhada de Pedras,BA,70.36,71.89,81.4
Jaguapitã,PR,76.25,76.81,81.3
Itaúna do Sul,PR,77.38,77.77,81.2
São Luiz Gonzaga,RS,79.22,80.0,81.2
Marilena,PR,84.46,80.0,81.1
Belém,AL,55.08,59.21,81.1
Junqueiro,AL,53.3,57.72,81.1
Rio do Oeste,SC,80.3,80.0,80.9
São João da Urtiga,RS,80.59,77.05,80.7
Lambari D'Oeste,MT,41.08,80.0,80.7
São Sebastião,AL,36.66,43.27,80.6
São José do Seridó,RN,36.3,42.95,80.6
Ruy Barbosa,BA,38.25,44.71,80.6
São Félix do Coribe,BA,54.89,59.05,80.5
Ressaquinha,MG,55.59,59.64,80.5
Floresta,PR,76.39,76.93,80.5
Nísia Floresta,RN,32.03,39.14,80.5
Sorriso,MT,79.08,79.21,80.5
Passo Fundo,RS,58.68,62.1,80.4
Arapoti,PR,75.42,76.12,80.4
Jesuítas,PR,85.83,80.0,80.4
Campo do Tenente,PR,80.36,80.0,80.3
Canela,RS,76.13,78.87,80.3
Maricá,RJ,56.64,60.52,80.3
São Vicente Ferrer,PE,48.62,53.76,80.3
Planura,MG,45.91,51.44,80.3
Cerrito,RS,75.07,75.82,80.2
Aurilândia,GO,75.98,76.59,80.2
São José do Brejo do Cruz,PB,40.0,46.27,80.2
Dois Irmãos do Tocantins,TO,48.67,53.8,80.0
Pinhais,PR,62.74,65.58,80.0
Jaquirana,RS,69.4,70.35,80.0
Rio Quente,GO,79.26,79.37,80.0
Viamão,RS,58.18,62.36,79.9
Ilha Grande,PI,39.89,46.17,79.9
Braço do Trombudo,SC,62.17,65.11,79.8
Ribas do Rio Pardo,MS,34.35,41.16,79.8
Lacerdópolis,SC,70.0,71.59,79.7
Delmiro Gouveia,AL,31.11,38.15,79.7
Porto Lucena,RS,74.94,78.78,79.6
Marajá do Sena,MA,83.33,80.0,79.6
Jussara,GO,58.98,62.46,79.4
Ivaí,PR,84.6,80.0,79.4
Casimiro de Abreu,RJ,54.93,59.09,79.4
Coxim,MS,39.69,45.99,79.3
Correntina,BA,36.71,43.32,79.3
Rio de Janeiro,RJ,56.19,60.14,79.3
Cruz Machado,PR,80.66,80.0,79.2
Aratiba,RS,82.29,80.0,79.2
Glaucilândia,MG,57.14,60.93,79.1
Nazaré da Mata,PE,54.74,58.93,79.1
Vale Verde,RS,85.54,80.0,79.1
Santa Mônica,PR,78.67,78.86,79.1
Presidente Kubitschek,MG,75.75,76.39,79.1
Santa Rosa de Goiás,GO,80.22,80.0,79.0
Ibiam,SC,65.6,67.95,78.9
Três Cachoeiras,RS,86.1,80.0,78.8
Rio Tinto,PB,72.16,78.16,78.8
Capela,AL,41.23,47.36,78.8
Rio Branco do Ivaí,PR,69.75,71.38,78.7
Erval Grande,RS,84.57,80.0,78.7
Esmeralda,RS,84.43,80.0,78.7
Piau,MG,29.63,36.74,78.6
Santa Isabel do Ivaí,PR,84.22,80.0,78.6
Anori,AM,74.08,76.6,78.6
Antônio Carlos,MG,72.16,78.32,78.6
Água Santa,RS,64.61,67.13,78.6
Zortéa,SC,65.06,67.5,78.5
Areal,RJ,62.45,65.34,78.5
Porto Alegre do Norte,MT,31.09,38.13,78.5
Arapiraca,AL,39.44,45.77,78.5
Goioerê,PR,70.49,72.0,78.4
Agrolândia,SC,81.23,80.0,78.4
Três Palmeiras,RS,79.88,80.0,78.3
Lapa,PR,81.08,80.0,78.3
Venâncio Aires,RS,76.1,78.41,78.3
Novorizonte,MG,68.05,69.97,78.2
Senador Salgado Filho,RS,83.97,80.0,78.2
Campo Bom,RS,77.45,77.73,78.1
Paula Freitas,PR,77.55,77.91,78.1
Giruá,RS,77.82,76.85,78.0
Dois Irmãos do Buriti,MS,38.16,44.63,78.0
Ibicaré,SC,75.69,76.34,78.0
Cachoeira Dourada,MG,80.57,80.0,78.0
Inaciolândia,GO,76.2,76.77,78.0
Malhada dos Bois,SE,40.0,46.27,77.9
Valença,BA,31.04,38.08,77.9
Santa Izabel do Oeste,PR,82.42,80.0,77.9
Paripueira,AL,53.42,57.82,77.9
Joca Claudino,PB,39.7,46.0,77.8
São José de Piranhas,PB,34.1,40.93,77.8
Erval Seco,RS,67.41,69.44,77.8
Una,BA,37.89,44.38,77.7
Parauapebas,PA,54.32,58.58,77.6
Riachão do Dantas,SE,39.26,44.45,77.6
Ibitiara,BA,62.17,65.11,77.6
Pendências,RN,40.87,47.04,77.6
Breves,PA,44.0,49.78,77.6
Celso Ramos,SC,77.35,77.74,77.6
Santana do Itararé,PR,78.27,78.52,77.5
Piranhas,GO,78.1,78.38,77.4
União da Vitória,PR,74.94,75.71,77.4
Rio Largo,AL,36.89,43.48,77.4
Formoso,MG,62.46,64.21,77.3
Ilicínea,MG,45.97,51.49,77.1
Prudentópolis,PR,82.7,80.0,77.1
São Jorge,RS,76.67,77.17,77.0
Coqueiros do Sul,RS,86.57,80.0,76.9
Canaã,MG,57.75,76.58,76.9
Bela Vista do Toldo,SC,86.2,80.0,76.8
Candelária,RS,75.15,76.07,76.8
Mineiros,GO,80.26,80.0,76.8
Caibi,SC,76.68,76.16,76.7
Anagé,BA,36.54,43.17,76.7
Diamante D'Oeste,PR,67.21,69.28,76.7
Rio dos Cedros,SC,60.74,63.92,76.7
Água Fria de Goiás,GO,55.81,59.82,76.6
Boca do Acre,AM,55.02,62.56,76.6
Paraíso,SC,85.76,80.0,76.5
Xambrê,PR,73.84,74.79,76.5
Guadalupe,PI,48.9,54.0,76.5
Jurema,PE,53.46,57.86,76.5
Tupanatinga,PE,68.57,70.41,76.5
Pão de Açúcar,AL,47.65,52.93,76.4
São Francisco de Goiás,GO,58.94,62.43,76.4
Tijucas do Sul,PR,78.76,78.94,76.4
Cabo de Santo Agostinho,PE,55.12,59.25,76.4
Umbuzeiro,PB,38.29,44.74,76.4
Califórnia,PR,81.85,80.0,76.4
Flórida,PR,62.81,65.64,76.3
Fernandes Pinheiro,PR,80.92,80.0,76.2
Volta Redonda,RJ,60.12,63.41,76.2
Schroeder,SC,60.56,65.84,76.2
Soledade,RS,58.93,68.48,76.2
Belo Monte,AL,83.89,80.0,76.1
Caiapônia,GO,76.59,77.1,76.1
Paraúna,GO,61.83,64.83,76.1
Flor da Serra do Sul,PR,85.72,80.0,76.1
Boa Vista da Aparecida,PR,72.39,73.58,76.1
Salto do Jacuí,RS,83.79,80.0,76.1
São Fidélis,RJ,39.79,46.08,76.1
Japira,PR,75.69,76.34,76.0
Lajeado Grande,SC,78.57,78.78,76.0
São José da Coroa Grande,PE,41.77,47.83,76.0
Pirpirituba,PB,34.62,41.41,76.0
Ibitiúra de Minas,MG,38.1,44.57,75.9
Vargem Bonita,MG,58.82,62.33,75.9
Uraí,PR,76.55,77.07,75.9
Mafra,SC,70.45,74.07,75.9
Itaperuçu,PR,56.44,60.35,75.8
Sangão,SC,56.06,70.98,75.8
Botuporã,BA,62.08,65.03,75.8
Piraí,RJ,58.8,62.31,75.7
Coqueiro Seco,AL,34.53,41.33,75.7
Bituruna,PR,80.76,80.0,75.6
Bom Jesus do Tocantins,PA,58.11,61.74,75.6
Constantina,RS,82.54,80.0,75.5
Dona Emma,SC,86.17,80.0,75.5
Ibirajuba,PE,39.34,45.68,75.5
Cândido de Abreu,PR,83.34,80.0,75.4
Itapicuru,BA,28.08,35.25,75.4
Vicente Dutra,RS,72.28,73.49,75.4
Ataléia,MG,55.89,69.2,75.4
Arabutã,SC,79.39,79.48,75.4
Guarabira,PB,36.12,42.78,75.4
Ibirapitanga,BA,31.23,38.26,75.2
Santo Antônio do Içá,AM,62.8,63.05,75.2
Posse,GO,76.16,76.74,75.1
Três Rios,RJ,53.49,57.88,75.1
São Sebastião da Boa Vista,PA,48.08,53.3,75.1
Chapadão do Céu,GO,80.04,80.0,75.1
Erebango,RS,71.88,74.36,75.1
Várzea Nova,BA,32.8,39.73,75.0
Coração de Maria,BA,30.95,37.99,75.0
Carmésia,MG,29.75,36.86,75.0
Tibagi,PR,77.76,78.09,75.0
São João Batista,MA,29.54,36.65,75.0
Campina Grande do Sul,PR,70.42,71.94,74.9
Estrela Dalva,MG,87.26,80.0,74.9
Maravilha,AL,68.8,70.6,74.9
Lobato,PR,61.87,64.86,74.8
Jaguariaíva,PR,80.92,80.0,74.8
Nova Ramada,RS,86.97,80.0,74.8
Vista Alegre,RS,86.8,80.0,74.7
Jacarezinho,PR,55.12,59.25,74.7
Alcantil,PB,42.62,48.58,74.7
Xaxim,SC,66.84,68.78,74.7
Santana do Piauí,PI,33.11,40.02,74.7
Ulianópolis,PA,61.76,64.77,74.7
Maçambará,RS,68.53,69.08,74.6
Lauro Muller,SC,68.84,66.04,74.6
Petrópolis,RJ,62.52,65.4,74.6
Caruaru,PE,54.95,59.11,74.6
Arantina,MG,75.0,75.76,74.5
Xangri-lá,RS,56.84,60.68,74.5
Gilbués,PI,31.29,38.32,74.5
Frei Miguelinho,PE,68.03,69.96,74.5
Sete Quedas,MS,54.25,58.52,74.5
Barro Preto,BA,39.29,45.64,74.5
Fênix,PR,65.16,67.58,74.4
Caldas Novas,GO,58.83,62.34,74.4
Monte Santo,BA,30.9,37.95,74.4
Tunas do Paraná,PR,63.46,66.18,74.3
Cedro,PE,46.94,52.32,74.3
Bom Jesus,RS,75.27,73.75,74.3
Descoberto,MG,62.69,65.54,74.3
Alpestre,RS,74.94,75.71,74.2
Davinópolis,GO,87.08,80.0,74.2
Campo Formoso,BA,36.78,43.38,74.2
Macaé,RJ,59.86,63.19,74.1
Alto Taquari,MT,72.32,73.52,74.0
Santiago,RS,68.9,73.95,74.0
Balsas,MA,39.83,46.12,74.0
Novo Cruzeiro,MG,71.1,76.27,74.0
Arvoredo,SC,75.71,76.36,73.9
Enéas Marques,PR,83.61,80.0,73.9
Macarani,BA,49.05,54.13,73.9
Alvorada do Norte,GO,64.57,67.1,73.8
Nova Roma,GO,61.29,64.38,73.8
Congonhinhas,PR,68.8,70.6,73.7
Rosário do Catete,SE,39.18,45.54,73.7
Joviânia,GO,57.9,61.57,73.7
Valparaíso de Goiás,GO,56.69,60.56,73.7
Muaná,PA,36.17,42.83,73.7
Sede Nova,RS,85.29,80.0,73.6
Jussara,PR,72.27,73.48,73.6
Minas do Leão,RS,65.86,74.31,73.6
Mucurici,ES,83.71,80.0,73.6
Benedito Novo,SC,59.8,64.47,73.6
Dormentes,PE,64.93,67.39,73.6
Cornélio Procópio,PR,76.78,77.26,73.5
São Pedro da Serra,RS,80.67,80.0,73.5
Coronel Vivida,PR,80.52,80.0,73.4
Francisco Beltrão,PR,79.67,79.72,73.4
São Pedro do Iguaçu,PR,74.73,75.54,73.4
Trindade do Sul,RS,83.21,80.0,73.4
Presidente Lucena,RS,87.03,80.0,73.3
Altamira,PA,46.67,52.09,73.3
Maués,AM,58.04,57.61,73.3
Tenente Portela,RS,70.53,69.61,73.3
Barra de Santana,PB,28.04,35.21,73.3
Rio Claro,RJ,65.58,67.93,73.3
Tapes,RS,60.56,62.14,73.2
Chapada da Natividade,TO,49.01,54.09,73.2
Rancho Alegre,PR,77.01,77.46,73.2
Piratuba,SC,81.43,80.0,73.2
Monte Belo do Sul,RS,80.97,80.0,73.2
Pescaria Brava,SC,40.37,46.6,73.2
São Mateus,ES,68.39,69.26,73.1
Cerro Azul,PR,54.77,58.95,73.1
Cerro Largo,RS,76.23,75.82,73.1
Ibema,PR,72.84,73.95,73.1
São João de Pirabas,PA,29.84,36.94,73.1
Teutônia,RS,83.12,80.0,73.1
Marituba,PA,57.34,61.1,73.1
Dom Feliciano,RS,63.58,63.01,73.0
Curral Velho,PB,38.1,44.57,73.0
Iapu,MG,37.09,43.66,73.0
Francisco Santos,PI,43.94,49.73,73.0
Salvador,BA,39.36,45.52,72.9
Teresópolis,RJ,59.73,63.09,72.9
Sobradinho,RS,79.55,80.0,72.9
Santarém,PA,54.92,59.08,72.9
Lençóis,BA,36.17,42.83,72.9
Itaeté,BA,41.31,47.43,72.9
Terra Roxa,PR,68.55,70.39,72.9
São José da Tapera,AL,49.03,54.11,72.8
Capanema,PA,61.24,64.97,72.8
Cacique Doble,RS,88.64,80.0,72.8
Itanhandu,MG,73.87,80.0,72.8
Nova Redenção,BA,31.91,38.9,72.8
Apiaí,SP,61.39,70.29,72.8
Casserengue,PB,47.97,53.21,72.8
Ibiporã,PR,73.36,74.39,72.8
Barra do Rocha,BA,38.14,44.61,72.8
Ibirataia,BA,32.79,39.72,72.7
Barreiras do Piauí,PI,38.39,44.83,72.7
Entre Rios do Sul,RS,82.47,79.55,72.7
Nerópolis,GO,68.08,70.0,72.7
São Mateus do Sul,PR,83.07,80.0,72.7
Branquinha,AL,76.44,76.97,72.7
Taboão da Serra,SP,45.35,51.16,72.7
Brejetuba,ES,72.75,69.4,72.6
Timbó,SC,64.84,71.48,72.6
Santa Cruz Cabrália,BA,40.45,46.67,72.6
Pirambu,SE,25.81,33.03,72.6
Presidente Getúlio,SC,59.54,65.13,72.6
Bonfinópolis,GO,58.03,61.67,72.6
Araucária,PR,69.52,71.19,72.6
Cromínia,GO,55.88,59.88,72.6
Central,BA,30.85,37.9,72.6
São Bernardino,SC,83.02,80.0,72.6
São Miguel do Passa Quatro,GO,81.95,80.0,72.5
Rio Negro,PR,85.17,80.0,72.5
Olho d'Água do Casado,AL,34.23,41.05,72.5
Seabra,BA,48.67,53.8,72.5
Caraíbas,BA,46.59,52.02,72.5
São Domingos do Capim,PA,31.2,37.87,72.5
Arroio do Sal,RS,67.46,69.49,72.4
Igarapé-Miri,PA,36.72,43.33,72.4
Pato Branco,PR,78.22,78.48,72.4
Trombudo Central,SC,68.13,70.04,72.3
Divinópolis de Goiás,GO,79.91,79.92,72.3
Senador Modestino Gonçalves,MG,75.41,76.11,72.3
Paverama,RS,69.48,66.28,72.3
Alenquer,PA,36.41,43.05,72.2
Sapé,PB,33.89,40.74,72.2
Valença,RJ,58.36,61.95,72.2
Porto Calvo,AL,36.55,43.17,72.2
Marialva,PR,73.24,74.29,72.2
Óbidos,PA,48.83,53.94,72.2
Breu Branco,PA,31.24,38.27,72.2
Campo Novo,RS,66.01,65.72,72.1
Novo Horizonte do Sul,MS,47.37,52.69,72.1
Cravolândia,BA,57.33,61.09,72.1
Flexeiras,AL,34.71,41.5,72.1
Canguçu,RS,83.04,79.74,72.0
Olivedos,PB,54.26,58.53,72.0
Santa Amélia,PR,100.0,80.0,72.0
Bagé,RS,59.6,64.98,72.0
Arcoverde,PE,59.53,62.92,72.0
Curitiba,PR,70.41,71.93,71.9
Terra de Areia,RS,69.47,69.02,71.9
Bocaiúva do Sul,PR,49.13,54.2,71.9
Tomé-Açu,PA,48.0,53.23,71.9
Cacaulândia,RO,54.63,58.84,71.8
Osório,RS,63.66,69.76,71.8
Rio Acima,MG,40.74,46.93,71.7
Lupionópolis,PR,86.97,80.0,71.7
Nova Prata,RS,78.81,78.96,71.7
Turvo,PR,82.63,80.0,71.7
Santo Antônio da Platina,PR,60.4,63.64,71.6
Itaara,RS,58.94,62.43,71.6
Edéia,GO,82.36,80.0,71.6
Vigia,PA,29.77,36.87,71.6
Caatiba,BA,48.46,53.62,71.6
Sairé,PE,67.71,69.69,71.5
Nova Ponte,MG,72.34,73.54,71.4
Augusto Pestana,RS,88.65,80.0,71.4
Planalto,BA,40.09,46.35,71.4
Surubim,PE,55.41,59.49,71.3
Bom Princípio,RS,74.32,74.68,71.3
Novo Progresso,PA,61.43,64.5,71.3
Pedro Laurentino,PI,37.77,44.28,71.3
Araruna,PR,76.05,76.65,71.3
Adrianópolis,PR,60.08,63.38,71.2
Itariri,SP,57.26,64.65,71.2
Dois Irmãos,RS,79.87,78.68,71.2
Ivinhema,MS,61.82,64.82,71.2
Vargem Bonita,SC,64.13,66.82,71.2
Santa Rosa,RS,70.13,73.6,71.2
Virgem da Lapa,MG,49.28,55.04,71.1
Tacaimbó,PE,45.92,51.45,71.1
São João do Tigre,PB,36.73,43.34,71.1
Capitão Enéas,MG,61.87,64.86,71.0
Manaíra,PB,70.52,80.0,71.0
Morretes,PR,68.42,70.28,71.0
Ibirapuã,BA,60.48,63.71,71.0
Marechal Floriano,ES,78.21,78.47,71.0
Valente,BA,32.24,39.21,71.0
São Pedro da Aldeia,RJ,56.22,60.17,71.0
Dois Riachos,AL,46.47,51.92,71.0
Chalé,MG,72.97,80.0,71.0
Santa Cruz de Salinas,MG,83.36,80.0,70.9
Mar Vermelho,AL,58.97,62.46,70.9
Barracão,RS,73.34,74.37,70.9
Seberi,RS,82.25,80.0,70.9
Centro Novo do Maranhão,MA,40.03,46.3,70.8
Ipupiara,BA,66.75,68.9,70.8
Cordeiros,BA,69.32,71.03,70.8
Serra do Ramalho,BA,36.17,42.83,70.8
Caravelas,BA,40.91,47.08,70.8
Quatro Irmãos,RS,52.94,57.42,70.8
Buritizeiro,MG,37.7,44.21,70.7
Ipê,RS,82.22,80.0,70.7
São Miguel da Boa Vista,SC,87.5,80.0,70.7
Erval Velho,SC,56.49,60.39,70.7
Brasileira,PI,33.17,40.07,70.6
Bonito,BA,40.18,46.43,70.6
Itarantim,BA,38.17,44.64,70.5
Balneário Pinhal,RS,58.38,61.97,70.5
Porto União,SC,67.55,72.02,70.5
Agudos do Sul,PR,75.84,76.47,70.5
Campo Mourão,PR,77.59,77.95,70.5
Barão,RS,86.39,80.0,70.4
Sul Brasil,SC,76.19,76.76,70.4
Vale Real,RS,75.99,76.86,70.4
Papagaios,MG,47.1,52.46,70.4
Aratuípe,BA,47.9,53.15,70.4
Ibiraiaras,RS,78.46,78.69,70.3
Floresta do Araguaia,PA,47.77,53.03,70.3
Bom Jesus da Serra,BA,41.85,47.9,70.3
Ivoti,RS,77.4,77.79,70.3
Nhamundá,AM,68.0,67.18,70.3
São José dos Pinhais,PR,67.19,69.26,70.2
Arroio dos Ratos,RS,32.24,46.7,70.2
Gonçalves,MG,62.15,65.09,70.2
Lindóia do Sul,SC,87.38,80.0,70.2
Clevelândia,PR,73.11,74.18,70.2
Salto do Lontra,PR,85.46,80.0,70.2
Córrego Danta,MG,84.09,80.0,70.2
Nova Veneza,GO,86.43,80.0,70.2
Umirim,CE,67.93,69.88,70.1
Alvorada do Gurguéia,PI,68.36,70.23,70.1
Poço das Antas,RS,85.45,80.0,70.1
Teresina de Goiás,GO,56.82,60.67,70.1
São José do Peixe,PI,76.0,76.6,70.1
Iraceminha,SC,78.28,63.74,70.1
Pirajuba,MG,63.4,66.13,70.1
Crissiumal,RS,73.17,74.23,70.0
Vicência,PE,57.45,61.19,70.0
Acará,PA,39.02,45.4,69.9
Pimenta,MG,72.81,73.93,69.9
Itaperuna,RJ,68.63,70.46,69.9
Itapissuma,PE,77.69,78.03,69.9
Melgaço,PA,38.0,44.48,69.9
Treviso,SC,68.59,70.42,69.9
Sapucaia,PA,79.88,79.9,69.8
Araci,BA,20.27,27.37,69.8
Guajeru,BA,29.2,36.33,69.8
Ipira,SC,83.23,80.0,69.8
Timon,MA,67.8,69.77,69.8
Sapucaia,RJ,65.59,67.94,69.8
Alexânia,GO,76.28,76.84,69.8
Sítio d'Abadia,GO,57.64,61.35,69.8
União do Oeste,SC,67.41,69.44,69.8
Santo Cristo,RS,76.67,76.62,69.8
Patos,PB,43.61,49.44,69.7
Piúma,ES,62.47,65.36,69.7
Goiatuba,GO,68.19,70.09,69.7
Pinhão,PR,61.89,64.88,69.7
Pinheiro Machado,RS,66.15,69.19,69.7
Ibirama,SC,67.48,69.5,69.7
Sonora,MS,47.5,52.8,69.6
Palestina do Pará,PA,33.8,40.66,69.6
Vitória do Mearim,MA,48.98,54.07,69.6
Lins,SP,65.12,75.13,69.6
Fagundes,PB,60.71,63.9,69.5
Sumé,PB,33.2,40.1,69.5
Careiro da Várzea,AM,36.67,44.52,69.5
Itatiaiuçu,MG,72.09,73.57,69.5
Amorinópolis,GO,70.75,72.21,69.5
Rio Branco do Sul,PR,62.29,65.21,69.4
Panamá,GO,75.33,76.04,69.4
Vanini,RS,83.67,80.0,69.4
Antônio João,MS,54.07,58.37,69.4
Vila Velha,ES,68.08,70.0,69.4
Santo Antônio das Missões,RS,77.06,74.48,69.4
Cachoeiras de Macacu,RJ,50.58,55.43,69.4
Capanema,PR,78.46,78.69,69.4
Caturama,BA,46.92,52.31,69.3
Inhapi,AL,61.54,67.49,69.3
Maracajá,SC,60.85,62.07,69.3
Novo Hamburgo,RS,62.48,65.27,69.3
Cuitegi,PB,29.25,36.38,69.3
Banzaê,BA,33.07,46.98,69.2
Nova Guarita,MT,68.02,69.95,69.2
Riozinho,RS,79.18,76.61,69.2
Muniz Ferreira,BA,45.91,51.44,69.2
Novo Barreiro,RS,62.22,65.03,69.2
Wenceslau Braz,PR,81.05,80.0,69.1
Serra do Mel,RN,32.67,39.61,69.1
Timbé do Sul,SC,71.29,72.66,69.1
São Pedro do Paraná,PR,71.94,73.2,69.1
Central de Minas,MG,51.75,72.65,69.1
Nova Fátima,BA,46.81,52.21,69.1
Macuco,RJ,63.62,66.31,69.1
Anadia,AL,53.44,57.84,69.0
Gravataí,RS,62.99,66.33,69.0
Monte Negro,RO,72.19,73.41,69.0
Duque de Caxias,RJ,47.15,52.5,69.0
Santana do Araguaia,PA,54.53,58.75,68.9
Gonçalves Dias,MA,45.23,50.85,68.9
Vila Rica,MT,47.89,53.14,68.9
Cavalcante,GO,60.19,63.47,68.9
São Jerônimo da Serra,PR,81.2,80.0,68.9
Martins,RN,41.19,47.7,68.9
Lages,SC,47.69,53.71,68.9
Tramandaí,RS,59.13,58.64,68.9
Sampaio,TO,43.61,49.44,68.9
São Miguel do Oeste,SC,64.94,70.46,68.8
Redenção,PA,55.06,59.2,68.8
Tupanciretã,RS,68.26,73.19,68.8
Conceição do Jacuípe,BA,34.3,41.12,68.8
Pancas,ES,80.63,80.0,68.7
